Division,Placement,Skipper,Team,Total Score
B,1,Erika Reineke '17,Boston College,57
B,2,Joseph Kiss '17,Yale University,82
B,3,Christophe Killian '18,College of Charleston,107
B,4,Hannah Polster '17,Boston University,114
B,5,Jack McGuire '17,Bowdoin College,114
B,6,Conner Harding '19,Roger Williams University,114
B,7,Alecsander Tayler '17,Fordham University,122
B,8,Alexander Stewart '17,Massachusetts Institute of Technology,124
B,9,Gabriel Elstrodt '19,Brown University,126
B,10,Karl Rasmus Sayre '19,Eckerd College,129
B,11,Christopher Williford '19,Dartmouth College,146
B,12,Jackson Wagner '19,Harvard University,156
B,13,Kyle Burgess '17,St. Mary's College of Maryland,168
B,14,John Lawless '19,SUNY Maritime College,173
B,15,Elise Gehling '17,Northeastern University,183
B,16,Vincent Storino '18,U. S. Merchant Marine Academy,184
B,17,Cameron Holley '19,Tufts University,199
