Division,Placement,Skipper,Team,Total Score
B,1,Seth Kratz '14,Northern Michigan University,14
B,2,John Buzzell '14,Western Michigan University,14
B,3,Christopher Fortesue '13,University of Toledo,22
B,4,Bill Weiland '14,Michigan State University,28
B,5,Nicolas Lyman '15,Denison University,29
B,6,Carson Potter '14,Northwestern University,30
B,7,Andrew Miller '12,Ohio State University,33
B,8,Ben Warner '15,University of Akron,36
B,9,Brendan Wolohan '12,Michigan Technological University,37
B,10,Connor Doyle '13,Miami University,41
B,11,Hilary Rieman '13,Bowling Green State University,50
B,12,none,John Carroll University,65
