Division,Placement,Skipper,Team,Total Score
A,1,Cam Cullman '13,Yale University,57
A,2,Christopher Stocke '15,University of South Florida,84
A,3,Zeke Horowitz '12,College of Charleston,84
A,4,Mateo Vargas '14,Stanford University,94
A,5,Colin Smith '13,Brown University,120
A,6,Chris Barnard '13,Georgetown University,128
A,7,David Hernandez '12,University of Miami,130
A,8,Samuel Blouin '12,Hobart and William Smith Colleges,132
A,9,Philip Alley '12,Cornell University,134
A,10,John Wallace '14,St. Mary's College of Maryland,143
A,11,Kieran Chung '15,Stanford University,152
A,12,Andrew Fox '13,University of Wisconsin,159
A,13,Joseph Kutschenreuter '12,University of Wisconsin,161
A,14,Lucas Adams '15,Brown University,166
A,15,Michael Zonnenberg '15,University of Vermont,181
A,16,Elliot Drake '12,University of Oregon,195
A,17,Trey Hartman '15,Texas A&M University at Galveston,211
A,18,Harrison Burton '14,University of Minnesota,238
