Division,Placement,Skipper,Team,Total Score
A,1,Tyler Steel '13,SUNY Maritime College,40
A,2,Gordon Wolcott '13,University of Virginia,51
A,3,Arielle DeLisser '14,Hobart and William Smith Colleges,62
A,4,Arthur Bailey IV '14,U. S. Merchant Marine Academy,64
A,5,Connor Timmins '14,U. S. Naval Academy,74
A,6,Scott Lubliner '13,SUNY Maritime College,105
A,7,Adam Keally '15,Fordham University,113
A,8,Nick Balta '15,Cornell University,124
A,9,Clifton Kartner '15,Queen's University,132
A,10,James Codega '14,Webb Institute,141
A,11,Margaret McMullen '13,Colgate University,159
A,12,William McIvor '12,Hamilton College,160
A,13,Conor Cashel '14,Columbia University,162
A,14,Lilian Neville '12,Rensselaer Polytechnic Institute,164
A,15,Harmen Rockler '13,Syracuse University,165
A,16,Josh Sharaf '12,Rochester Institute of Technology,174
A,17,none,University of Maryland,266
A,18,none,Stevens Institute of Technology,266
