Division,Placement,Skipper,Team,Total Score
B,1,Don Hause III '14,St. Mary's College of Maryland,41
B,2,Collin Leon '13,Old Dominion University,52
B,3,Markus Edegran '16,U. S. Naval Academy,68
B,4,John Andril '15,Georgetown University,76
B,5,Ryan Bailey '15,Washington College,80
B,6,Christopher Stessing '14,University of Virginia,82
B,7,Giuditta Di Laghi '16,Hampton University,112
B,8,Andrew Beckmann '15,George Washington University,114
B,9,Bill Parker '14,William and Mary,141
B,10,Matthew Winter '14,Fordham University,157
B,11,Andrew Rybczynski '12,University of Maryland,182
B,12,Mary Buhl '14,Christopher Newport University,193
B,13,Evan Thomson '13,Salisbury University,198
B,14,Allison Blauvelt '15,American University,203
B,15,Andrew Young '15,Drexel University,242
B,16,Branham Talton '15,St. John's College,245
