Division,Placement,Skipper,Team,Total Score
B,1,Chanel Miller '14,University of Rhode Island,57
B,2,William Howard '14,U. S. Coast Guard Academy,58
B,3,Michael Saldi '15,Boston University,73
B,4,Gabriel Salk '14,Connecticut College,77
B,5,Kaylee Schwitzer '15,Bowdoin College,84
B,6,Kimberly Kaull '13,University of Vermont,84
B,7,Mike Bloomstine '13,Providence College,90
B,8,Conor Lodge '14,Northeastern University,91
B,9,Kyle Carney '13,Salve Regina University,96
B,10,Johanna Kincaid '15,Brown University,107
B,11,Andrew Meleny '13 *,Tufts University,108
B,12,John McGlynn '13,Wesleyan University,115
B,13,Ian Hollerbach '14,Roger Williams University,134
B,14,Andrew McHenry '13,Maine Maritime Academy,154
B,15,Nicholas Dragone '14,Middlebury College,166
B,16,Alex Hering '13,Mitchell College,183
B,17,Michael Rottier '15,University of Connecticut,187
B,18,Will Humphrey '14,University of New Hampshire,201
B,19,Alex Dion '15,Amherst College,252
B,20,Liana Blum '12 *,Bates College,252
