Division,Placement,Skipper,Team,Total Score
A,1,Sean Bouchard '12,Roger Williams University,85
A,2,Brendan Kopp '12,Harvard University,116
A,3,Joseph Morris '12,Yale University,123
A,4,Anne Haeger '12,Boston College,127
A,5,Sam Williams '12,Dartmouth College,143
A,6,Colin Smith '13,Brown University,144
A,7,Andrew Sommer '13,Massachusetts Institute of Technology,153
A,8,James Simmons '13,University of Rhode Island,154
A,9,Ryan Pesch '12,Boston University,158
A,10,Maarten Eenkema Van Dijk '14,Northeastern University,170
A,11,Peter Pellegrini '12,Salve Regina University,173
A,12,Kevin Martland '14,Connecticut College,180
A,13,Massimo Soriano '12,Tufts University,182
A,14,Bradley Milliken '14,U. S. Coast Guard Academy,183
A,15,Olin Davis '14,University of Vermont,184
A,16,Blake Burgess '15,Maine Maritime Academy,241
A,17,David Pierce '12,Bates College,257
A,18,Peter Edmunds '14,Bowdoin College,263
