Division,Placement,Skipper,Team,Total Score
B,1,none,Yale University,26
B,2,none,University of Vermont,33
B,3,none,Boston College,45
B,4,none,Tufts University,47
B,5,none,Roger Williams University,63
B,6,none,Dartmouth College,66
B,7,none,U. S. Coast Guard Academy,70
B,8,none,Brown University,76
B,9,none,University of Rhode Island,89
B,10,none,Connecticut College,92
B,11,none,Massachusetts Maritime Academy,119
