Division,Placement,Skipper,Team,Total Score
B,1,Thomas Galster '15,St. Mary's College of Maryland,13
B,2,Edward Stokes '15,University of Virginia,17
B,3,Markus Edegran '16,U. S. Naval Academy,20
B,4,John Andril '15,Georgetown University,24
B,5,Evan Hoffmann '14,Old Dominion University,27
B,6,Mary Buhl '14,Christopher Newport University,38
B,7,Jacob Spracher '15,Old Dominion University,43
B,8,Edward Titcomb '13,Fordham University,47
B,9,Christopher Schade '15,University of Virginia,50
B,10,Diana Kong-Wasielewski '14,William and Mary,64
B,11,Ian Guagliardo '15,Hampton University,70
B,12,Kira Munger '12,Christopher Newport University,74
B,13,Alex Hitchcock '15,George Washington University,75
B,14,Troy Zangle '13,Webb Institute,78
B,15,Girolama Bui '13,William and Mary,90
B,16,Nicholas Pilipowskyj '14,American University,90
