Division,Placement,Skipper,Team,Total Score
A,1,Christophe Killian '18,College of Charleston,22
A,2,Chris Vilicich '16,California Maritime Academy,26
A,3,Jackson Niketas '16,U. S. Naval Academy,27
A,4,Matthew Hecht '16,University of Southern California,30
A,5,Giacomo Paoletti '15,University of Hawaii,46
A,6,Graham Roeber '19,Maine Maritime Academy,50
A,7,Peter Reeve '17,U. S. Coast Guard Academy,59
A,8,Cole Fargo '18,University of California at Berkeley,75
A,9,Sunny Scarbrough '17,California State University Long Beach,80
A,10,Kristen Walker '17,University of South Florida,82
