Division,Placement,Skipper,Team,Total Score
A,1,Harry Koeppel '17,Boston College,36
A,2,Alexander Stewart '17,Massachusetts Institute of Technology,48
A,3,Marek Zaleski '16,Harvard University,53
A,4,Nathaniel Johansson '18,Dartmouth College,56
A,5,Pearson Potts '16,Brown University,64
A,6,Ravi Parent '18,Boston University,69
A,7,Jack McGuire '17,Bowdoin College,70
A,8,John Rolander '17,Tufts University,75
A,9,Matthew Coughlin '16,University of Rhode Island,76
A,10,Stewart Draheim '16,Roger Williams University,79
A,11,Connor Godfrey '16,Fordham University,83
A,12,Joseph Kiss '17,Yale University,83
A,13,William Crary '17,University of Vermont,97
A,14,John Silvestri '16,Salve Regina University,106
A,15,Cobi Allen '16,University of California at Santa Barbara,116
A,16,Peter Christensen '18,Northeastern University,121
A,17,Eric Siegel '16,Washington College,134
