Division,Placement,Skipper,Team,Total Score
B,1,Julien Guiot '18,Tufts University,9
B,2,Alex Moreno '19,Boston University,14
B,3,Samuel Campbell '17,Boston University,28
B,4,Caden Buckley '19,Salve Regina University,34
B,5,Ryan Walker '19,University of Rhode Island,35
B,6,Meredith Morran '19,Brown University,37
B,7,Braden Foster '19,Massachusetts Maritime Academy,37
B,8,Emma Haley '19,Tufts University,38
B,9,Frank Egan '18,Worcester Polytechnic Institute,45
B,10,Kelsey Delosh '17,University of Massachusetts at Dartmouth,63
B,11,Jackie Degeorgis '19,Providence College,65
B,12,Isabel Rombult '19,University of Massachusetts at Dartmouth,73
B,13,none,Maine Maritime Academy,75
B,14,Molly Gallagher '17,University of Massachusetts at Amherst,77
