Division,Placement,Skipper,Team,Total Score
B,1,Charles Bocklet '17,University of Wisconsin,14
B,2,Eric Villadsen '16,University of Minnesota,24
B,3,Thomas Etheridge '16,University of Michigan,26
B,4,Mason Chrabaszcz '18,Marquette University,36
B,5,Zachary Aasen '18,University of Wisconsin Milwaukee,41
B,6,Noah Rosenthal '18,Northwestern University,43
B,7,Theodore Cohen '16,Washington University,47
B,8,Michael Maas-Hull '17,University of Notre Dame,57
B,9,Charles Koules '17,Lake Forest College,75
B,10,David Millstein '18,University of Chicago,78
B,11,Lucas Kieffer '19,University of Iowa,81
