Division,Placement,Skipper,Team,Total Score
C,1,Connor Corgard '16,Roger Williams University,39
C,2,Nicolas Hernandez '19,Yale University,45
C,3,James Barry '16,Brown University,56
C,4,Juan Perdomo '17,Harvard University,58
C,5,Casey Gowrie '16,Tufts University,61
C,6,Cutter O'Connell '18,Massachusetts Institute of Technology,63
C,7,Wade Waddell '19,Boston College,68
C,8,Dakota Northrup '19,University of Rhode Island,74
C,9,Duncan Williford '18,Dartmouth College,74
C,10,Alexander Vasiliou '18,Bowdoin College,80
C,11,Sean Beaulieu '18,Salve Regina University,87
C,12,Olivia Godfrey '17,University of California at Santa Barbara,97
C,13,Jan Kite-Powell '19,University of Vermont,106
C,14,Reed Lorimer '18,Boston University,110
C,15,Hannah Schmidt '17,Washington College,118
C,16,Donal Ryan '19,Northeastern University,119
C,17,Anders Ekholm '17,Fordham University,123
