Division,Placement,Skipper,Team,Total Score
B,1,Lydia Grasberger '18,Boston University,94
B,2,Lindsey Baab '18,Brown University,98
B,3,Martina Sly '19,Stanford University,121
B,4,Annie Hughes '19,Massachusetts Institute of Technology,138
B,5,Dana Rohde '18,U. S. Coast Guard Academy,144
B,6,Sarah Hermus '18,University of Rhode Island,160
B,7,Hannah McNomee '16,George Washington University,161
B,8,Marly Isler '16,Yale University,166
B,9,Amina Brown '17,University of Vermont,168
B,10,Nikki Medley '17,College of Charleston,173
B,11,Courtney Koos '16,Bowdoin College,185
B,12,Ginger Luckey '16,University of California at Santa Barbara,196
B,13,Margaret Kilvert '18,Dartmouth College,196
B,14,Rose Edwards '18,Georgetown University,199
B,15,Greer Wattson '17,St. Mary's College of Maryland,206
B,16,Kate Klement '17,University of Wisconsin,211
B,17,Isabella Loosbrock '19,Boston College,221
B,18,Christine Moloney '17,Hobart and William Smith Colleges,241
