Division,Placement,Skipper,Team,Total Score
A,1,Laura Wefer '16,University of Wisconsin,16
A,2,Parker Trepton '18,University of Wisconsin Milwaukee,21
A,3,Nathan Ross '18,Washington University,30
A,4,Alison Kent '16,University of Minnesota,34
A,5,Christopher Cyr '16,University of Michigan,43
A,6,Ian Schappe '16,Lake Forest College,52
A,7,Jacob Bruce '16,Northwestern University,55
A,8,Kevin Kinneally '19,University of Notre Dame,57
A,9,Ryan Clulo '18,Marquette University,65
A,10,Maximilian Franze-Soeln '17,University of Iowa,72
A,11,Stephane Vinet '19,University of Chicago,84
