Division,Placement,Skipper,Team,Total Score
A,1,Vidar Minkovsky '18,SUNY Stony Brook,16
A,2,Matthew Roleke '19,Stevens Institute of Technology,43
A,3,Chris Anderson '16,William and Mary,44
A,4,Samara Leith '19,Christopher Newport University,51
A,5,Colleen Roney '18,University of Virginia,68
A,6,Haley Clemson '20,Drexel University,78
A,7,Cynthia Ciccotelli '16,William and Mary,81
A,8,Amanda Nuse '17,Monmouth University,92
A,9,Benjamin Hayes '16,Virginia Tech,102
A,10,Derek Thompson '18,University of Maryland,104
A,11,Alexander Wade '18,American University,125
A,12,Emily Hann '17,University of Buffalo,134
