Division,Placement,Skipper,Team,Total Score
C,1,Richard Jones '18,Boston College,49
C,2,Duncan Williford '18,Dartmouth College,61
C,3,Ty Ingram '18,Massachusetts Institute of Technology,64
C,4,Malcolm Lamphere '18,Yale University,75
C,5,James Barry '16,Brown University,77
C,6,Dirk Johnson '18,Roger Williams University,93
C,7,Cooper Nefsky '17,Connecticut College,116
C,8,Alexander Vasiliou '18,Bowdoin College,118
C,9,Clark Uhl '19,Cornell University,137
C,10,Solomon Tarlin '17,Boston University,153
C,11,Benjamin Craig '17,University of Vermont,155
C,12,August Sturm '19,U. S. Coast Guard Academy,161
C,13,Dylan Farrell '18,Harvard University,164
C,14,Michael Sanandajian '18,University of South Florida,174
C,15,John Wehner '18,Northeastern University,187
C,16,Cassie Obel '19,Stanford University,198
C,17,Molly Pleskus '18,Tufts University,213
C,18,Richard Hall '19,SUNY Maritime College,220
