Division,Placement,Skipper,Team,Total Score
B,1,Ryan Davidson '16,College of Charleston,22
B,2,Fernando Monllor '16,University of South Florida,40
B,3,Timothy Siemers '16,Eckerd College,43
B,4,Samuel Armington '18,University of Florida,60
B,5,Ian Ikeda '17,Jacksonville University,61
B,6,John Roberts '17,Clemson University,69
B,7,Kailey Savacool '16,University of North Carolina at Wilmington,70
B,8,Cornell Lee '16,New College of Florida,72
B,9,Mark Thompson '18,North Carolina State University,83
B,10,Marten Kendrick '15,Georgia Institute of Technology,85
B,11,Chance Sweat '16,Rollins College,121
