Division,Placement,Skipper,Team,Total Score
A,1,Megan Grapengeter-Rudnick '17,Brown University,9
A,2,Kayla Ellis '16,U. S. Coast Guard Academy,27
A,3,Marly Isler '16,Yale University,31
A,4,Matthew Coughlin '16,University of Rhode Island,31
A,5,Lizzy Hamilton '15,Bowdoin College,34
A,6,Liz Dubovik '15,Connecticut College,37
A,7,MaryClaire Kiernan '17,Tufts University,39
A,8,Kate Shaner '16,Tufts University,47
A,9,Domenic Bove '15,Boston College,49
A,10,Hannah Polster '17,Boston University,50
A,11,Rachel Perry '15,Roger Williams University,56
A,12,Megan Yeigh '16,University of Vermont,59
A,13,Charles Welsh '18,Salve Regina University,60
A,14,Scott Goodrich '16,Northeastern University,63
A,15,Lewis Fowler-Gerace '15,Wesleyan University,66
A,16,Jeffrey Adam '18,Massachusetts Maritime Academy,68
A,17,William Dykes '15,University of New Hampshire,72
A,18,Brian Reilly '16,Sacred Heart University,80
A,19,Amy Macdonald '18,Bates College,84
A,20,Benjamin Sturmer '18,Maine Maritime Academy,91
