Division,Placement,Skipper,Team,Total Score
A,1,Morgan Kiss '15,Yale University,96
A,2,Erika Reineke '16,Boston College,111
A,3,Deirdre Lambert '15,Dartmouth College,116
A,4,Clerc Cooper '15,College of Charleston,127
A,5,Rachel Bryer '17,University of Rhode Island,136
A,6,Megan Grapengeter-Rudnick '17,Brown University,138
A,7,Melany Johnson '15,Eckerd College,156
A,8,Lily Katz '17,Stanford University,162
A,9,Nancy Hagood '14,Georgetown University,172
A,10,Megan Yeigh '16,University of Vermont,182
A,11,Jennifer Borshoff '15,Cornell University,188
A,12,Erin Mullins '16,Bowdoin College,195
A,13,Mary Hall '15,U. S. Naval Academy,197
A,14,Catherine Shanahan '15,St. Mary's College of Maryland,197
A,15,Andrea Luna '15,Old Dominion University,207
A,16,India Johnstone '18,George Washington University,209
A,17,Dominique Wright '15,University of South Florida,241
A,18,Nikole Barnes '17,U. S. Coast Guard Academy,248
