Division,Placement,Skipper,Team,Total Score
A,1,Erin Mullins '16,Bowdoin College,51
A,2,Morgan Kiss '15,Yale University,94
A,3,Nikole Barnes '17,U. S. Coast Guard Academy,98
A,4,Allyson Donahue '17,Boston College,115
A,5,Nancy Hagood '14,Georgetown University,115
A,6,Clerc Cooper '15,College of Charleston,118
A,7,Sarah Williams '16,Dartmouth College,119
A,8,Rachel Bryer '17,University of Rhode Island,122
A,9,Adelaide Ferguson '17,Fordham University,126
A,10,Melany Johnson '15,Eckerd College,127
A,11,Johanna Kincaid '15,Brown University,129
A,12,Andrea Luna '15,Old Dominion University,153
A,13,Catherine Shanahan '15,St. Mary's College of Maryland,154
A,14,Jennifer Borshoff '15,Cornell University,161
A,15,India Johnstone '18,George Washington University,166
A,16,Holly Tullo '17,Stanford University,169
A,17,Charlotte List '18,Connecticut College,184
A,18,Louise Currie '18,University of Hawaii,254
