Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,57
A,2,Jake Reynolds '16,College of Charleston,73
A,3,Raul Rios '16,Boston College,85
A,4,Alejandro Ruiz-Ramon '15,Tufts University,86
A,5,Alecsander Tayler '17,Fordham University,95
A,6,Avery Fanning '16,U. S. Coast Guard Academy,107
A,7,Mary Hall '15,U. S. Naval Academy,109
A,8,Nick Valente '16,SUNY Maritime College,112
A,9,Elliott Morrill '15,Hobart and William Smith Colleges,135
A,10,Brian Drumm '15,Harvard University,141
A,11,Jason D'Agostino '17,Eckerd College,143
A,12,Alex Ramos '15,University of Michigan,156
A,13,Chuck Eaton '17,University of Hawaii,163
A,14,Hanno Kite-Powell '17,University of British Columbia,202
A,15,Stephen Long '17,University of California at Santa Barbara,206
A,16,James Harvey '17,Washington University,225
A,17,Daniel Lawless '17,Jacksonville University,226
A,18,Michael Sager '15,Texas A&M University at Galveston,244
