Division,Placement,Skipper,Team,Total Score
B,1,Hans Henken '15,Stanford University,20
B,2,Chuck Eaton '17,University of Hawaii,37
B,3,Kristopher Swanson '18,University of California at Santa Barbara,42
B,4,John Coakley '16,University of Southern California,75
B,5,Samuel Heller '15,University of California at Irvine,84
B,6,Tyler Webb '15,California State University Long Beach,100
B,7,Francesca Cappellini '16,Santa Clara University,106
B,8,Grace Carrick '18,Cal Poly University S.L.O.,120
B,9,Ian Markowitz '17,University of California at Berkeley,137
B,10,Alex Verdoia '15,University of California at Santa Cruz,158
B,11,Daniel Baldassare '15,University of California at Davis,159
B,12,Jeffrey Tedmori '15,California State University Channel Islands,161
B,13,Peter Schmidt '18,California State University Monterey Bay,183
B,14,Samuel Rohrbach '17,University of California at San Diego,183
B,15,Mindy Chow '16,Westmont College,206
