Division,Placement,Skipper,Team,Total Score
B,1,Carolyn Smith '17,St. Mary's College of Maryland,108
B,2,Johanna Kincaid '15,Brown University,108
B,3,Mary Kate Mezzetti '16,Georgetown University,120
B,4,Hannah Hughes '17,U. S. Naval Academy,126
B,5,Margaret Kilvert '18,Dartmouth College,133
B,6,Katharina (KB) Knapp '18,Yale University,145
B,7,Courtney Koos '16,Bowdoin College,152
B,8,Kate Levinson '15,Tufts University,161
B,9,Hannah Lynn '17,Boston College,179
B,10,Sarah Streater '18,Old Dominion University,185
B,11,Rebekah Schiff '16,College of Charleston,188
B,12,India Johnstone '18,George Washington University,190
B,13,Alison Knoles '17,University of South Florida,202
B,14,Quinn Howes '16,Cornell University,203
B,15,Mackenzie Needham '15,University of Rhode Island,215
B,16,Anna Huebschmann '18,Eckerd College,217
B,17,Christine Moloney '17,Hobart and William Smith Colleges,222
B,18,Johanna Monro '16,Fordham University,224
