Division,Placement,Skipper,Team,Total Score
B,1,Ian Barrows '17,Yale University,34
B,2,William Bailey '15,Boston College,45
B,3,Matthew Coughlin '16,University of Rhode Island,62
B,4,Andrew Mollerus '16,Harvard University,65
B,5,Connor Corgard '16,Roger Williams University,68
B,6,Deirdre Lambert '15,Dartmouth College,74
B,7,Pearson Potts '16,Brown University,82
B,8,David Larson '16,Massachusetts Institute of Technology,82
B,9,Dan Nickerson '15,Tufts University,85
B,10,Nate Jermain '15,University of Vermont,96
B,11,Michael Saldi '15,Boston University,100
B,12,Michael Croteau '15,Bowdoin College,103
B,13,Nikole Barnes '17,U. S. Coast Guard Academy,105
B,14,Hugh MacGillivray '18,Connecticut College,118
B,15,Charles Welsh '18,Salve Regina University,122
B,16,Jackson Hamilton '19,Northeastern University,150
B,17,Jennifer Lee '17,University of Connecticut,153
B,18,Renee Torrie '18,McGill University,176
