Division,Placement,Skipper,Team,Total Score
A,1,Charles Sinks '18,Boston College,44
A,2,Malcolm Lamphere '18,Yale University,47
A,3,Mackenzie Bryan '18,Roger Williams University,49
A,4,Will La Dow '18,Stanford University,54
A,5,Sam Alexander '18,Brown University,61
A,6,Sean Cornell '18,University of South Florida,64
A,7,Ravi Parent '18,Boston University,71
A,8,Nick Sertl '18,Harvard University,71
A,9,Taylor Nathanson '18,Tufts University,87
A,10,Cutter O'Connell '18,Massachusetts Institute of Technology,90
A,11,Lindsay Doyle '18,University of Vermont,101
A,12,Peter Girard '18,University of Rhode Island,107
A,13,Jeffrey Adam '18,Massachusetts Maritime Academy,115
A,14,Donal Ryan '19,Northeastern University,130
A,15,Amy Macdonald '18,Bates College,133
A,16,Ryan Gershuny '18,University of New Hampshire,157
A,17,Joseph Farrin '15,Maine Maritime Academy,162
A,18,Abe Kipnis '18,Wesleyan University,172
