Division,Placement,Skipper,Team,Total Score
A,1,Stefano Peschiera '18,College of Charleston,15
A,2,Luke Muller '18,Stanford University,22
A,3,Avery Fanning '16,U. S. Coast Guard Academy,39
A,4,Malcolm Lamphere '18,Yale University,41
A,5,Nevin Snow '16,Georgetown University,42
A,6,Reed Baldridge '16,College of Charleston,44
A,7,Joseph Kiss '17,Yale University,45
A,8,Addison Hackstaff '18,U. S. Naval Academy,45
A,9,Brendan Shanahan '17,George Washington University,49
A,10,James Harvey '17,Washington University,58
A,11,Kieran Chung '15,Stanford University,59
A,12,Charles Rees '16,College of Charleston,62
A,13,Martim Anderson '18,Roger Williams University,65
A,14,Trey Hartman '15,Texas A&M University at Galveston,77
A,15,Matthew Ripkey '17,University of Wisconsin,81
A,16,Will Holz '17,Fordham University,86
A,17,Brian Hickman '15,Oregon State University,98
A,18,Nathan Jamieson '17,University of Wisconsin,100
