Division,Placement,Skipper,Team,Total Score
A,1,Esteban Forrer '16,Old Dominion University,68
A,2,Erika Reineke '16,Boston College,81
A,3,Sean Golden '16,Georgetown University,82
A,4,Olin Paine '16,Fordham University,89
A,5,William Macdonald '15,Roger Williams University,90
A,6,Morgan Kiss '15,Yale University,96
A,7,Michael Zonnenberg '15,University of Vermont,99
A,8,Nick Johnstone '15,College of Charleston,121
A,9,Michael Popp '16,U. S. Naval Academy,123
A,10,Brian Drumm '15,Harvard University,128
A,11,Alejandro Ruiz-Ramon '15,Tufts University,131
A,12,Caleb Armstrong '16,University of Rhode Island,138
A,13,Zachary Hill '18,SUNY Maritime College,146
A,14,Timothy Siemers '16,Eckerd College,150
A,15,Nicholas Clemence '15,St. Mary's College of Maryland,151
A,16,Charles Lomax '18,U. S. Merchant Marine Academy,172
A,17,Scott Houck '15,Dartmouth College,174
A,18,Paul Perry '15,University of South Florida,187
