Division,Placement,Skipper,Team,Total Score
B,1,Robert Lippincott '14,Salve Regina University,57
B,2,David Larson '16,Massachusetts Institute of Technology,62
B,3,Conor Lodge '14,Northeastern University,66
B,4,Steven Pelissier '14,University of Vermont,72
B,5,Hunter Johnstone '16,Dartmouth College,73
B,6,Ryan Schmitz '15,Boston College,76
B,7,Caitlin Watson '14,Harvard University,81
B,8,Ian White '16,University of Rhode Island,93
B,9,John Cappetta '16,Bates College,94
B,10,James Barry '16,Brown University,102
B,11,Alexander Strothe '14,Middlebury College,122
B,12,Jackson Chabot '14,Boston University,125
B,13,Brendan Sleight '17,University of New Hampshire,160
