Division,Placement,Skipper,Team,Total Score
A,1,Jumbos 1,Tufts University,177
A,2,Jumbos 2,Tufts University,185
A,3,Crimson,Harvard University,221
A,4,Bears,Brown University,250
A,5,Jumbos 3,Tufts University,268
A,6,Terriers,Boston University,358
A,7,Shoremen,Washington College,383
A,8,Wildcats,University of New Hampshire,437
A,9,Lions,Columbia University,457
