Division,Placement,Skipper,Team,Total Score
A,1,James Barry '16,Brown University,34
A,2,Allyson Donahue '17,Boston College,41
A,3,Hunter Johnstone '16,Dartmouth College,45
A,4,Maarten Eenkema Van Dijk '14,Northeastern University,46
A,5,OJ O'Connell '15,University of Vermont,59
A,6,Matthew Lyons '17,Bowdoin College,66
A,7,Alexander Rudkin '14,Roger Williams University,72
A,8,Christina Frost '16,U. S. Coast Guard Academy,73
A,9,Robert Lippincott '14,Salve Regina University,77
A,10,Eric Anderson '16,Yale University,77
A,11,Erin Mullins '16,Bowdoin College,78
A,12,Nathan Allman '16,Brown University,78
A,13,Elizabeth Glivinski '14,Boston University,80
A,14,Peter Sterflinger '17,Johnson and Wales University,97
A,15,Nicholas Dragone '14,Middlebury College,102
A,16,Conor O'Neil '15,University of Rhode Island,104
A,17,Shannon Killian '16,Salve Regina University,117
A,18,Sean McLaughlin '15,Massachusetts Maritime Academy,119
