Division,Placement,Skipper,Team,Total Score
C,1,Mateo Vargas '14,Stanford University,62
C,2,Max Nickbarg '14,Yale University,71
C,3,Ian Storck '15,Dartmouth College,80
C,4,Dan Nickerson '15,Tufts University,95
C,5,Joseph Paggi '16,Massachusetts Institute of Technology,99
C,6,Gram Slattery '15,Harvard University,108
C,7,Bradley Adam '17,St. Mary's College of Maryland,109
C,8,Brendan Cook '16,Boston University,112
C,9,Jordan Bothwick '15,Connecticut College,119
C,10,Nathan Allman '16,Brown University,124
C,11,Charles Nunn '16,Washington College,126
C,12,OJ O'Connell '15,University of Vermont,127
C,13,none,Salve Regina University,136
C,14,Ian Hollerbach '14,Roger Williams University,165
C,15,Walker Banks '14,Eckerd College,195
C,16,Peter Christensen '18,Northeastern University,201
C,17,Rory Mess '16,University of Buffalo,213
