Division,Placement,Skipper,Team,Total Score
A,1,none,Dartmouth College,4
A,2,none,Northeastern University,11
A,3,none,Wesleyan University,13
A,4,none,Tufts University,13
A,5,none,U. S. Coast Guard Academy,14
A,6,none,Maine Maritime Academy,16
A,7,none,Brandeis University,19
A,8,none,University of New Hampshire,28
A,9,none,Massachusetts Maritime Academy,28
A,10,none,Trinity College,28
A,11,none,McGill University,29
A,12,none,Wellesley College,34
A,13,none,Middlebury College,36
A,14,none,Bates College,45
