Division,Placement,Skipper,Team,Total Score
A,1,Chris Barnard '13,Georgetown University,52
A,2,Olin Paine '16,Fordham University,88
A,3,John Wallace '14,St. Mary's College of Maryland,106
A,4,Nevin Snow '16,Georgetown University,106
A,5,Nick Valente '16,SUNY Maritime College,131
A,6,Philip Youngberg '15,U. S. Naval Academy,138
A,7,Michael Russom '13,University of Pennsylvania,141
A,8,Timothy Zacher '13,Hobart and William Smith Colleges,171
A,9,George Prieto '13,U. S. Naval Academy,182
A,10,Devin Laviano '13,U. S. Naval Academy,191
A,11,Evan Hoffmann '14,Old Dominion University,194
A,12,Alex Jacob '16,Fordham University,198
A,13,Ryan Bailey '15,Washington College,205
A,14,Nathan Fast '14,Webb Institute,212
A,15,Greg Martinez '18,Georgetown University,229
A,16,Wheeler Morris '16,Hobart and William Smith Colleges,231
A,17,Joseph David '16,Old Dominion University,233
A,18,Nicholas LaChance '16,Hobart and William Smith Colleges,279
