Division,Placement,Skipper,Team,Total Score
A,1,Camels,Connecticut College,127
A,2,Jumbos,Tufts University,143
A,3,Hawks,Roger Williams University,150
A,4,Catamounts,University of Vermont,179
A,5,Bears,Brown University,249
A,6,Seahawks,Salve Regina University,302
A,7,Rams,University of Rhode Island,320
