Division,Placement,Skipper,Team,Total Score
A,1,Domenic Re '15,University of Virginia,20
A,2,none,SUNY Stony Brook,43
A,3,Efe Brock '13,William and Mary,56
A,4,Andrew Werner '14,Princeton University,56
A,5,Daniel Foley '15,University of Maryland,79
A,6,Cameron Bale '15,Salisbury University,79
A,7,Joseph Alalou '13,University of Delaware,82
