Division,Placement,Skipper,Team,Total Score
B,1,Matthew Morris '16,University of California at San Diego,23
B,2,Foya Lazare '14,California State University Long Beach,33
B,3,Samuel Heller '15,University of California at Irvine,37
B,4,Ginger Luckey '16,University of California at Santa Barbara,41
B,5,Olivia Gebelein '15,University of Southern California,89
B,6,Nina Alpert '15,University of California at Berkeley,95
B,7,Christopher Keefe '14,University of California at San Diego,99
B,8,Janice Wondolleck '15,University of California at Berkeley,103
B,9,Katie Glenn '16,California State University Long Beach,123
B,10,Chad Hardgrove '15,Arizona State University,124
B,11,Gabrielle Robertson '16,University of California at Los Angeles,132
B,12,none,University of Southern California,138
B,13,Alexandra LaBouff '15,University of California at Davis,154
B,14,Genevieve Puccinelli '15,University of California at Davis,155
B,15,Natalie Davidson '16,University of California at Santa Barbara,208
