Division,Placement,Skipper,Team,Total Score
B,1,Christopher Segerblom '14,Yale University,50
B,2,Philip Crain '13,Massachusetts Institute of Technology,73
B,3,Raul Rios '16,Boston College,83
B,4,Judge Ryan '14,Brown University,86
B,5,William Macdonald '15,Roger Williams University,86
B,6,William Hutchings '13,Tufts University,86
B,7,Cameron Fraser '14,Boston University,106
B,8,Scott Houck '15,Dartmouth College,108
B,9,Steven Pelissier '14,University of Vermont,114
B,10,Dylan Finneran '15,U. S. Coast Guard Academy,117
B,11,Pearson Potts '16,Connecticut College,117
B,12,Andrew Mollerus '16,Harvard University,119
B,13,Peter Edmunds '14,Bowdoin College,133
B,14,Conor Lodge '14,Northeastern University,145
B,15,Ryan Hughes '13,University of Rhode Island,149
B,16,Chris Aitken '15,Providence College,158
B,17,Robert Lippincott '14,Salve Regina University,159
B,18,Samuel Scribner '15,Bates College,167
