Division,Placement,Skipper,Team,Total Score
B,1,Brooke Baker '13,Wesleyan University,29
B,2,Alexander Strothe '14,Middlebury College,30
B,3,Hollister Poole '15,Maine Maritime Academy,33
B,4,William Dykes '15,University of New Hampshire,44
B,5,Thomas Presti '13,University of Connecticut,46
B,6,Oriane Longerstaey '14,McGill University,71
B,7,Sarah Hyman '15,Brandeis University,81
B,8,Brendan Griffiths '14,Mitchell College,89
B,9,Francis Dougherty '15,Massachusetts Maritime Academy,99
B,10,Sean O'Halloran '13,Johnson and Wales University,99
B,11,Rebecca Uttormark '16,Amherst College,107
