Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,66
B,2,John Stokes '11,Harvard University,75
B,3,Samuel Blouin '12,Hobart and William Smith Colleges,93
B,4,Mac Mace '13,College of Charleston,108
B,5,Alec Anderson '13,Roger Williams University,113
B,6,Megan Magill '11,St. Mary's College of Maryland,120
B,7,Clark Hayes '11,U. S. Naval Academy,120
B,8,Christopher Segerblom '14,Yale University,121
B,9,Chris Barnard '13,Georgetown University,122
B,10,David Hernandez '12,University of Miami,142
B,11,Kevin Laube '14,Stanford University,149
B,12,Colin Smith '13,Brown University,153
B,13,Kevin Martland '14,Connecticut College,154
B,14,Amy Hawkins '12,University of Rhode Island,155
B,15,Massimo Soriano '12,Tufts University,162
B,16,Dillon Paiva '13,Old Dominion University,170
B,17,SEAN Ross '12,University of South Florida,184
B,18,Wesley Byrne '13,Eckerd College,188
