Division,Placement,Skipper,Team,Total Score
B,1,Maggie Shea '11,Connecticut College,26
B,2,Emily Dellenbaugh '12,Brown University,31
B,3,Catherine Swanson '11,Tufts University,45
B,4,Kimberly Kaull '13,University of Vermont,46
B,5,Marlena Fauer '14,Yale University,46
B,6,Kelsey Wheeler '14,Dartmouth College,49
B,7,Emily Maxwell '11,Boston College,54
B,8,Jennifer Proctor '11,U. S. Coast Guard Academy,57
B,9,Chanel Miller '14,University of Rhode Island,58
B,10,Morgan Russom '14,Harvard University,69
B,11,Jamie Curran '11,Massachusetts Institute of Technology,74
B,12,Katherine Doble '13,Bowdoin College,86
B,13,Elizabeth Glivinski '14,Boston University,89
B,14,Meghan Breslin-Jewer '11,Brandeis University,114
