Division,Placement,Skipper,Team,Total Score
B,1,Nicholas Voss '12,University of Miami,21
B,2,Rachael Silverstein '11,University of South Florida,33
B,3,Drew Lisicki '12,Clemson University,34
B,4,Elizabeth Chambers '14,College of Charleston,36
B,5,Jasper Curry '14,University of Florida,49
B,6,Cole Barney '14,University of North Carolina at Wilmington,56
B,7,Ian Nora '14,Rollins College,77
B,8,Andrew Battigaglia '12,Georgia Tech,88
B,9,Lucas Kindervater '13,University of Tennessee,91
B,10,Wesley Wallace '14,Auburn University,93
B,11,Duncan MacLeod '13,Eckerd College,105
B,12,Eduardo Leal '12,Duke University,115
B,13,Patrick Oglesby '11,Jacksonville University,119
B,14,none,North Carolina State University,133
