Division,Placement,Skipper,Team,Total Score
B,1,Kevin Laube '14,Stanford University,40
B,2,Adam Pokras '14,University of Hawaii,46
B,3,Nicholas Kaschak '12,University of California at Santa Barbara,53
B,4,Rex Cameron '12,University of California at Irvine,53
B,5,Cameron Hutcheson '14,University of Southern California,57
B,6,Oscar Jasklowski '11,University of California at Los Angeles,76
B,7,Lindsay Grove '13,Santa Clara University,77
B,8,Matthew Van Rensselaer '13,California Maritime Academy,92
B,9,Joshua Kew '12,University of California at Berkeley,95
B,10,Erik Lund '14,Cal Poly University S.L.O.,111
B,11,Matthew Nguyen '12,University of California at San Diego,115
B,12,Dane Butera '12,Chapman University,125
