Division,Placement,Skipper,Team,Total Score
A,1,Ben Greenfield '11,Boston University,46
A,2,Bradley Milliken '14,U. S. Coast Guard Academy,46
A,3,Ian Sutherland '12,Providence College,70
A,4,Matthew Schon '11,Salve Regina University,76
A,5,Timothy Scanlon '12,Dartmouth College,89
A,6,T. Max Bulger '13,Tufts University,89
A,7,Conor Lodge '14,Northeastern University,91
A,8,Steven Drapcho '13,Massachusetts Institute of Technology,98
A,9,Ryan Byrne '13,Harvard University,101
A,10,Phoebe Sprague '11,Bowdoin College,104
A,11,Christopher Hulse '12,Maine Maritime Academy,136
A,12,Chris Mangieri '13,University of Vermont,162
A,13,Meghan Breslin-Jewer '11,Brandeis University,168
A,14,Thunder Shiviah '14 *,Wellesley College,207
