Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,50
B,2,Jackson Benvenutti '11,College of Charleston,70
B,3,Scott Furnary '11,Georgetown University,88
B,4,William Brown '10 *,Brown University,88
B,5,Martin Sterling '10 *,U. S. Naval Academy,93
B,6,Andrew Criezis '10 *,Tufts University,103
B,7,Coleman Bowen '11,University of Vermont,112
B,8,Will Stocke '13,University of South Florida,119
B,9,Daniel Liberty '12,U. S. Merchant Marine Academy,129
B,10,William Heausler '13,University of Florida,133
B,11,Stephen Lue '12,University of Southern California,162
B,12,Leif Evensen '11,University of Wisconsin,165
B,13,Zachary Hester '10,University of Hawaii,168
B,14,Michael Whitford '12,Washington College,177
B,15,Darin Lewis '11,Texas A&M University at Galveston,207
B,16,Robert Long '12,Texas A&M University,234
B,17,Philip Gordon '12,University of Oregon,234
B,18,Andrew Wien '10 *,Northwestern University,254
