Division,Placement,Skipper,Team,Total Score
B,1,Jeff Knowles '10 *,Brown University,29
B,2,Joseph Morris '12,Yale University,33
B,3,Nathan Rosenberg '10 *,Tufts University,70
B,4,Jonathan Lutz '13,Boston College,75
B,5,Daniel Liberty '12,U. S. Merchant Marine Academy,80
B,6,Joseph Kelleher '12,University of Vermont,87
B,7,Edward Glackin '11,Dartmouth College,89
B,8,David Alfonso '14,Massachusetts Institute of Technology,91
B,9,Tedd Himler '11,Harvard University,97
B,10,Patrick Clancy '10,Salve Regina University,97
B,11,Michael Russom '13,University of Pennsylvania,104
B,12,Michael Rivlin '13,Cornell University,137
B,13,Jennifer Proctor '11,U. S. Coast Guard Academy,144
B,14,Raphael Cattan '15,Columbia University,151
B,15,Katherine Costello '12,Princeton University,166
B,16,Erik Olsen '10 *,U. S. Military Academy,185
