Division,Placement,Skipper,Team,Total Score
B,1,Will Stocke '13,University of South Florida,23
B,2,Spencer Verney '10 *,Eckerd College,28
B,3,Mac Mace '13,College of Charleston,30
B,4,Nicholas Voss '12,University of Miami,37
B,5,William Heausler '13,University of Florida,38
B,6,Drew Lisicki '12,Clemson University,61
B,7,Tristan Jackson '11,Rollins College,73
B,8,Ervin Grove '11,University of Tennessee,81
B,9,Oliver Evans '12,University of North Carolina at Wilmington,89
B,10,Kristoffer Bostic '11,Jacksonville University,91
