Division,Placement,Skipper,Team,Total Score
B,1,Ryan Bennett '16,Ohio State University,19
B,2,Evan Graves '13,Ohio University,28
B,3,Brett Herda '11,Northwestern University,30
B,4,Samantha Maras '12,Miami University,40
B,5,Gregory Torrisi '11,University of Notre Dame,41
B,6,Colleen Mooney '12,Marquette University,43
B,7,Nachiketa Tiwari '11,University of Michigan,45
B,8,William Jaquinde '12,Denison University,56
B,9,Liam McDonald McDonald '12,Wittenberg University,64
B,10,Erica Deimel '?? *,John Carroll University,81
B,11,Thomas Hutchison '11,Penn State University,83
