Division,Placement,Skipper,Team,Total Score
B,1,Leif Evensen '11,University of Wisconsin,18
B,2,Matthew Thompson '11,University of Minnesota,38
B,3,Lauren Beriont '13,University of Michigan,62
B,4,Geoff Pedrick '12,Northwestern University,67
B,5,Adam Gilbertson '13,Ohio State University,75
B,6,Nathaniel Walden '12,University of Notre Dame,76
B,7,Paul Kaplan '13 *,University of Chicago,80
B,8,Aras Karaitis '12,Western Michigan University,85
B,9,Eric Miller '13,University of Saint Thomas,85
B,10,Jamie Gay '11,University of Illinois,105
B,11,Lauren Galante '13,University of Wisconsin Milwaukee,116
B,12,Colleen Mooney '12,Marquette University,127
B,13,William Jaquinde '12,Denison University,147
