Division,Placement,Skipper,Team,Total Score
A,1,Gabriel Salk '14,Connecticut College,38
A,2,Joseph Paggi '16,Massachusetts Institute of Technology,43
A,3,James Barry '16,Brown University,45
A,4,Hunter Johnstone '16,Dartmouth College,46
A,5,Ryan Schmitz '15,Boston College,49
A,6,Ames Lyman '14,Harvard University,51
A,7,Cameron Barclift '14,Tufts University,52
A,8,Jesse Thomas '17,Northeastern University,53
A,9,Shannon Killian '16,Salve Regina University,71
A,10,Zachary Karakouzian '16,University of New Hampshire,98
