Division,Placement,Skipper,Team,Total Score
A,1,Jacob Denney '13,Tufts University,31
A,2,Andrew McHenry '13,Maine Maritime Academy,33
A,3,Brad Carvalho '15,University of Rhode Island,34
A,4,OJ O'Connell '15,University of Vermont,37
A,5,Alexander Giordano '15,Connecticut College,55
A,6,Ryan Montgomery '17,Northeastern University,64
A,7,Brian Hills '14,U. S. Coast Guard Academy,67
A,8,Alexander Rudkin '14,Roger Williams University,72
A,9,Michael Reney '13,Massachusetts Maritime Academy,78
A,10,Alex Hering '13,Mitchell College,81
