Division,Placement,Skipper,Team,Total Score
A,1,Oliver Toole '14,Stanford University,44
A,2,Morgan Kiss '15,Yale University,72
A,3,Alex Post '15,Georgetown University,75
A,4,Connor Needham '14,Roger Williams University,76
A,5,Jake Reynolds '16,College of Charleston,78
A,6,Nick Valente '16,SUNY Maritime College,82
A,7,Caleb Armstrong '16,University of Rhode Island,83
A,8,Judge Ryan '14,Brown University,83
A,9,Esteban Forrer '16,Old Dominion University,85
A,10,Fletcher Sims '14,St. Mary's College of Maryland,86
A,11,Benjamin Mohney '15,University of South Florida,95
A,12,Gram Slattery '15,Harvard University,120
A,13,Connor Godfrey '16,Fordham University,121
A,14,Eddie Cox '16,Hobart and William Smith Colleges,121
A,15,OJ O'Connell '15,University of Vermont,127
A,16,Ryan Bailey '15,Washington College,141
A,17,John Kinzel '14,University of Wisconsin,153
A,18,Griffin Orr '15,University of Buffalo,154
A,19,Andrew Bates '15,U. S. Merchant Marine Academy,159
A,20,Colin Kennedy '17,George Washington University,167
