Division,Placement,Skipper,Team,Total Score
A,1,Ben Weigel '14,Tufts University,4
A,2,No show,Northeastern University,5
A,3,Peter Sterflinger '17,Johnson and Wales University,10
A,4,Emmett Weeks '14,Brown University,12
A,5,James Barry '16,Brown University,14
A,6,Stephanie Burrell '16,Providence College,19
A,7,Hayden Maguire '16,Salve Regina University,20
A,8,Kelsey Martins '16,University of Massachusetts Dartmouth,25
A,9,Josh Atchley '15,Wesleyan University,26
A,10,No show,U. S. Coast Guard Academy,33
