Division,Placement,Skipper,Team,Total Score
B,1,Esteban Forrer '16,Old Dominion University,43
B,2,Michael Popp '16,U. S. Naval Academy,64
B,3,Alex Post '15,Georgetown University,65
B,4,Maximiliano Agnese '17,University of Pennsylvania,70
B,5,Nicholas Clemence '15,St. Mary's College of Maryland,74
B,6,Christopher Craven '16,University of Virginia,82
B,7,Eddie Cox '16,Hobart and William Smith Colleges,85
B,8,Connor Godfrey '16,Fordham University,88
B,9,Daniel DelBello '17,George Washington University,94
B,10,Matthew Schofield '17,Cornell University,97
B,11,Eric Siegel '16,Washington College,101
B,12,Matthew Schoene '15,SUNY Maritime College,111
B,13,Giuditta Di Laghi '16,Hampton University,120
B,14,Zachary Schippe '14,Ocean County College,128
B,15,James Gardner '16,U. S. Merchant Marine Academy,158
B,16,Rory Mess '16,University of Buffalo,160
B,17,Chris Myers '15,Drexel University,170
B,18,Brogan Savage '15,Monmouth University,174
