Division,Placement,Skipper,Team,Total Score
A,1,Marek Zaleski '16,Harvard University,55
A,2,Kayla Ellis '16,U. S. Coast Guard Academy,73
A,3,Caleb Armstrong '16,University of Rhode Island,78
A,4,Cameron Fraser '14,Boston University,85
A,5,Maarten Eenkema Van Dijk '14,Northeastern University,86
A,6,Gabriel Salk '14,Connecticut College,89
A,7,Megan Yeigh '16,University of Vermont,89
A,8,Ryan Morrison '14,Boston College,90
A,9,Timothy Harding '15,Brown University,103
A,10,James Moody '16,Tufts University,112
A,11,Robert Lippincott '14,Salve Regina University,119
A,12,Christian Houston-Floyd '16,Bowdoin College,122
A,13,Scott Booth '16,Roger Williams University,131
A,14,Austin Smyth '15,University of Connecticut,147
A,15,Lewis Fowler-Gerace '15,Wesleyan University,177
A,16,Tristan Janowicz '16,Providence College,181
A,17,Matt Palardy '13,McGill University,184
A,18,Ann Sager '13 *,University of New Hampshire,185
A,19,George Luber '17,Massachusetts Maritime Academy,190
A,20,No show,Middlebury College,252
