Division,Placement,Skipper,Team,Total Score
A,1,Erika Reineke '16,Boston College,49
A,2,Arielle DeLisser '14,Hobart and William Smith Colleges,69
A,3,Christina Frost '16,U. S. Coast Guard Academy,93
A,4,Sky Adams '14,Brown University,95
A,5,Molly McKinney '14,Stanford University,107
A,6,Marissa Lihan '14,U. S. Naval Academy,109
A,7,Sarah Mace '14,Stanford University,116
A,8,Catherine Shanahan '15,St. Mary's College of Maryland,136
A,9,Brooke Lyon '14,Hobart and William Smith Colleges,143
A,10,Hanna Vincent '14,Massachusetts Institute of Technology,193
A,11,Lily Grimshaw '15,University of Washington,195
A,12,Rebekah Schiff '16,College of Charleston,221
A,13,Carolyn Naughton '14,Boston College,227
A,14,Clerc Cooper '15,College of Charleston,229
A,15,Urska Kosir '15,Yale University,236
A,16,Mary Hall '15,U. S. Naval Academy,252
A,17,Alison Kent '16,University of Minnesota,303
A,18,Jessica Oswalt '16,Tulane University,326
