Division,Placement,Skipper,Team,Total Score
C,1,Ian Barrows '17,Yale University,63
C,2,William Bailey '15,Boston College,105
C,3,Michael Popp '16,U. S. Naval Academy,119
C,4,Charles Rees '16,College of Charleston,120
C,5,Joseph Paggi '16,Massachusetts Institute of Technology,125
C,6,J. Jacob '16,Roger Williams University,129
C,7,David Liebenberg '14,Tufts University,131
C,8,Jordan Factor '14,University of Vermont,136
C,9,Drew Shea '14,Brown University,160
C,10,Yuki Yoshiyasu '16,Stanford University,160
C,11,Marek Zaleski '16,Harvard University,167
C,12,Bryce Kopp '16,Connecticut College,188
C,13,Jack McGuire '17,Bowdoin College,190
C,14,Christopher Price '14,Dartmouth College,190
C,15,Conor Fowler '14,Boston University,214
C,16,Alex Woloshyn '17,Cornell University,229
C,17,Ian White '16,University of Rhode Island,230
C,18,Thomas Etheridge '16,University of Michigan,239
