Division,Placement,Skipper,Team,Total Score
B,1,Jason D'Agostino '17,Eckerd College,21
B,2,AJ Degen '16,University of South Florida,23
B,3,Giancarlo Falconi '16,University of Miami,31
B,4,Charlie Bess '17,University of South Florida,39
B,5,Jessica Resnick '16,Eckerd College,49
B,6,Ian Ikeda '17,Jacksonville University,54
B,7,Alexander Nicol '16,Florida Gulf Coast University,72
B,8,Bernardo Pineda '16,Rollins College,87
B,9,Nicholas Algozzine '15,University of Florida,87
B,10,James Montgomery '17,New College of Florida,87
