Division,Placement,Skipper,Team,Total Score
A,1,Matthew Ripkey '17,University of Wisconsin,19
A,2,Ryan Grosch '14,University of Minnesota,38
A,3,Nathan Jamieson '17,University of Wisconsin,40
A,4,Evan Williams '11,Purdue University,44
A,5,John Kinzel '14,University of Wisconsin,53
A,6,William Floyd '16,Denison University,60
A,7,Charles Koules '17,Lake Forest College,68
A,8,Travis Cottle '15,Northwestern University,69
A,9,Grant Pollock '16,Purdue University,77
A,10,Jacob Bruce '16,Northwestern University,83
A,11,Kyle Williams '15,University of Iowa,112
A,12,Nicholas Searles '16,University of Iowa,118
