Division,Placement,Skipper,Team,Total Score
A,1,Joseph Morris '12,Yale University,36
A,2,William Hutchings '13,Tufts University,55
A,3,Judge Ryan '14,Brown University,58
A,4,Timothy Scanlon '12,Dartmouth College,72
A,5,Bradley Milliken '14,U. S. Coast Guard Academy,76
A,6,Gram Slattery '15,Harvard University,83
A,7,Andrew Bates '15,U. S. Merchant Marine Academy,86
A,8,Timothy Clark '13,Connecticut College,88
A,9,Mackenzie Spencer '12,University of Vermont,90
A,10,Mary Hall '15,U. S. Naval Academy,98
A,11,Jack Swikart '15,University of Pennsylvania,108
A,12,John Croll '12,Columbia University,124
A,13,Michael Rivlin '13,Cornell University,136
A,14,Samantha Gebb '14,Princeton University,156
A,15,Jack Pinnell '15,U. S. Military Academy,176
