Division,Placement,Skipper,Team,Total Score
A,1,Nicholas Voss '12,University of Miami,62
A,2,Joseph Kutschenreuter '12,University of Wisconsin,76
A,3,Shawn Murray '12,SUNY Maritime College,83
A,4,Anne Haeger '12,Boston College,84
A,5,Brendan Kopp '12,Harvard University,84
A,6,Joseph Morris '12,Yale University,88
A,7,William Haeger '14,Tufts University,89
A,8,Will Stocke '13,University of South Florida,109
A,9,Jason Carminati '12,U. S. Naval Academy,116
A,10,Joshua Greenslade '14,St. Mary's College of Maryland,117
A,11,Philip Alley '12,Cornell University,138
A,12,Max Famiglietti '13,University of Florida,147
A,13,Karl Haelsig '14,University of Washington,149
A,14,Nicholas Kaschak '12,University of California at Santa Barbara,185
A,15,Brian Hoover '12,University of California at Irvine,204
A,16,Geoff Pedrick '12,Northwestern University,207
A,17,Robert Long '12,Texas A&M University,245
A,18,Ian Jones '15,Oklahoma State University,254
