Division,Placement,Skipper,Team,Total Score
B,1,Graham Landy '15,Yale University,77
B,2,Tommy Fink '13,Brown University,91
B,3,Michael Zonnenberg '15,University of Vermont,126
B,4,Matthew Wefer '14,Dartmouth College,129
B,5,George Kutschenreuter '15,University of Wisconsin,140
B,6,Emily Lambert '12,Harvard University,141
B,7,Massimo Soriano '12,Tufts University,142
B,8,Atlantic Brugman '13,Connecticut College,144
B,9,Eamon Glackin '12,Massachusetts Institute of Technology,145
B,10,James Simmons '13,University of Rhode Island,160
B,11,William Bailey '15,Boston College,166
B,12,Matt Johnson '12,Boston University,184
B,13,Mateo Vargas '14,Stanford University,184
B,14,Connor Brady '15,Roger Williams University,217
B,15,Bryan White '13,University of South Florida,219
B,16,Andrew Balter '12,University of Oregon,259
B,17,Mildred Conroy '12,Washington College,273
B,18,Alden Sonnenfeldt '13,Cornell University,282
