Division,Placement,Skipper,Team,Total Score
A,1,Sydney Bolger '12,Georgetown University,95
A,2,Sarah Mace '14,Stanford University,128
A,3,Emily Dellenbaugh '12,Brown University,142
A,4,Corey Hall '12,College of Charleston,149
A,5,Amy Hawkins '12,University of Rhode Island,150
A,6,Arielle DeLisser '14,Hobart and William Smith Colleges,164
A,7,Mary Hall '15,U. S. Naval Academy,173
A,8,Abby Featherstone '13,University of South Florida,178
A,9,Atlantic Brugman '13,Connecticut College,190
A,10,Kayla McComb '13,St. Mary's College of Maryland,200
A,11,Annie Schmidt '14,Roger Williams University,211
A,12,Claire Dennis '13,Yale University,214
A,13,Madeline Kennedy '14,University of Hawaii,216
A,14,Katherine Gullick '12,Massachusetts Institute of Technology,232
A,15,Jennifer Borshoff '15,Cornell University,241
A,16,Emilie Mademann '12,Eckerd College,255
A,17,Katherine Doble '13,Bowdoin College,272
A,18,Corina Radtke '14,Old Dominion University,295
A,19,Irene Jacqz '13,Columbia University,323
A,20,Genevieve Marquardt '15,Salve Regina University,340
